time_s,goal_steer_deg,curr_steer_deg
1746813570.419,1.250,3.960
1746813570.516,1.240,1.250
1746813570.616,1.240,1.240
1746813570.717,3.390,1.240
1746813570.816,-0.460,3.390
1746813570.916,0.990,-0.460
1746813571.016,0.980,0.990
1746813571.121,4.130,0.980
1746813571.216,2.470,4.130
1746813571.317,2.480,2.470
1746813571.417,0.860,2.480
1746813571.516,3.350,0.860
1746813571.619,2.480,3.350
1746813571.716,2.480,2.480
1746813571.816,2.480,2.480
1746813571.917,4.700,2.480
1746813572.018,4.700,4.700
1746813572.117,4.700,4.700
1746813572.216,4.700,4.700
1746813572.317,3.630,4.700
1746813572.416,6.910,3.630
1746813572.523,6.910,6.910
1746813572.616,6.910,6.910
1746813572.717,9.590,6.910
1746813572.816,8.140,9.590
1746813572.916,8.140,8.140
1746813573.016,9.210,8.140
1746813573.116,8.630,9.210
